id	media_final_artes1_ano1	faltas_artes1_ano1	situacao_artes1_ano1	media_final_ed_fisica1_ano1	faltas_ed_fisica1_ano1	situacao_ed_fisica1_ano1	media_final_biologia1_ano1	faltas_biologia1_ano1	situacao_biologia1_ano1	media_final_fisica1_ano1	faltas_fisica1_ano1	situacao_fisica1_ano1	media_final_quimica1_ano1	faltas_quimica1_ano1	situacao_quimica1_ano1	media_final_historia1_ano1	faltas_historia1_ano1	situacao_historia1_ano1	media_final_geografia1_ano1	faltas_geografia1_ano1	situacao_geografia1_ano1	media_final_sociologia1_ano1	faltas_sociologia1_ano1	situacao_sociologia1_ano1	media_final_filosofia1_ano1	faltas_filosofia1_ano1	situacao_filosofia1_ano1	media_final_lingua_portuguesa1_ano1	faltas_lingua_portuguesa1_ano1	situacao_lingua_portuguesa1_ano1	media_final_ingles1_ano1	faltas_ingles1_ano1	situacao_ingles1_ano1	media_final_espanhol1_ano1	faltas_espanhol1_ano1	situacao_espanhol1_ano1	media_final_matematica1_ano1	faltas_matematica1_ano1	situacao_matematica1_ano1	media_final_fund_proces_dados_tec-ano1	faltas_fund_proces_dados_tec-ano1	situacao_fund_proces_dados_tec-ano1	media_final_algoritmos_ano1	faltas_algoritmos_tec-ano1	situacao_algoritmos_tec-ano1	media_final_microinformatica_ano1	faltas_microinformatica_tec-ano1	situacao_microinformatica_tec-ano1	media_final_ingles2_ano2	faltas_ingles2_ano2	situacao_ingles2_ano2	media_final_ed_fisica2_ano2	faltas_ed_fisica2_ano2	situacao_ed_fisica2_ano2	media_final_biologia2_ano2	faltas_biologia2_ano2	situacao_biologia2_ano2	media_final_fisica2_ano2	faltas_fisica2_ano2	situacao_fisica2_ano2	media_final_quimica2_ano2	faltas_quimica2_ano2	situacao_quimica2_ano2	media_final_historia2_ano2	faltas_historia2_ano2	situacao_historia2_ano2	media_final_geografia2_ano2	faltas_geografia2_ano2	situacao_geografia2_ano2	media_final_sociologia2_ano2	faltas_sociologia2_ano2	situacao_sociologia2_ano2	media_final_filosofia2_ano2	faltas_filosofia2_ano2	situacao_filosofia2_ano2	media_final_lingua_portuguesa2_ano2	faltas_lingua_portuguesa2_ano2	situacao_lingua_portuguesa2_ano2	media_final_espanhol2_ano2	faltas_espanhol2_ano2	situacao_espanhol2_ano2	media_final_matematica2_ano2	faltas_matematica2_ano2	situacao_matematica2_ano2	media_final_ling_programacao_tec-ano2	faltas_ling_programacao_tec-ano2	situacao_ling_programacao_tec-ano2	media_final_sist_operacionais_tec-ano2	faltas_sist_operacionais_ano2	situacao_sist_operacionais_tec-ano2	media_final_manut_computadores1_tec-ano2	faltas_manut_computadores1_tec-ano2	situacao_manut_computadores1_tec-ano2	media_final_ingles3_ano3	faltas_ingles3_ano3	situacao_ingles3_ano3	media_final_ed_fisica3_ano3	faltas_ed_fisica3_ano3	situacao_ed_fisica3_ano3	media_final_biologia3_ano3	faltas_biologia3_ano3	situacao_biologia3_ano3	media_final_fisica3_ano3	faltas_fisica3_ano3	situacao_fisica3_ano3	media_final_quimica3_ano3	faltas_quimica3_ano3	situacao_quimica3_ano3	media_final_historia3_ano3	faltas_historia3_ano3	situacao_historia3_ano3	media_final_geografia3_ano3	faltas_geografia3_ano3	situacao_geografia3_ano3	media_final_sociologia3_ano3	faltas_sociologia3_ano3	situacao_sociologia3_ano3	media_final_filosofia3_ano3	faltas_filosofia3_ano3	situacao_filosofia3_ano3	media_final_lingua_portuguesa3_ano3	faltas_lingua_portuguesa3_ano3	situacao_lingua_portuguesa3_ano3	media_final_espanhol3_ano3	faltas_espanhol3_ano3	situacao_espanhol3_ano3	media_final_matematica3_ano3	faltas_matematica3_ano3	situacao_matematica3_ano3	media_final_banco_de_dados_tec-ano3	faltas_banco_de_dados_tec-ano3	situacao_banco_de_dados_ano3	media_final_software_utilitarios_ano3	faltas_software_utilitarios_tec-ano3	situacao_software_utilitarios_ano3	media_final_manut_computadores2_tec-ano3	faltas_manut_computadores2_tec-ano3	situacao_manut_computadores2_tec-ano3	media_final_redes_basicas_tec-ano3	faltas_redes_basicas_tec-ano3	situacao_redes_basicas_tec-ano3	media_final_empreendedorismo_tec-ano3	faltas_empreendedorismo_tec-ano3	situacao_empreendedorismo_tec-ano3	media_final_gestao_de_qualidade_tec-ano3	faltas_gestao_de_qualidade_tec-ano3	situacao_gestao_de_qualidade_tec-ano3	media_final_fisica4_ano4	faltas_fisica4_ano4	situacao_fisica4_ano4	media_final_quimica4_ano4	faltas_quimica4_ano4	situacao_quimica4_ano4	media_final_lingua_portuguesa4_ano4	faltas_lingua_portuguesa4_ano4	situacao_lingua_portuguesa4_ano4	media_final_matematica4_ano4	faltas_matematica4_ano4	situacao_matematica4_ano4	media_final_biologia4_ano4	faltas_biologia4_ano4	situacao_biologia4_ano4	media_final_fisolofia4_ano4	faltas_fisolofia4_ano4	situacao_fisolofia4_ano4	media_final_sociologia4_ano4	faltas_sociologia4_ano4	situacao_sociologia4_ano4	media_final_estatistica_tec-ano4	faltas_estatistica_tec-ano4	situacao_estatistica_tec-ano4	media_final_higiene_seguranca_trabalho_tec-ano4	faltas_higiene_seguranca_trabalho_tec-ano4	situacao_higiene_seguranca_trabalho_tec-ano4	media_final_analise_e_projetos_de_sistemas_tec-ano4	faltas_analise_e_projetos_de_sistemas_tec-ano4	situacao_analise_e_projetos_de_sistemas_tec-ano4	media_final_redes_avancadas_tec-ano4	faltas_redes_avancadas_tec-ano4	situacao_redes_avancadas_tec-ano4	media_final_programacao_web_tec-ano4	faltas_programacao_web_tec-ano4	situacao_programacao_web_tec-ano4	media_final_metodologia_cientifica_tec-ano4	faltas_metodologia_cientifica_tec-ano4	situacao_metodologia_cientifica_tec-ano4	permaneceu_area_ti	permaneceu_ano2	permaneceu_ano3	permaneceu_ano4
20162290193	8.88	0	APR	9.23	0	APR	7.25	0	APR	8	2	APR	7.8	4	APR	8	0	APR	8.25	0	APR	7.19	0	APR	7.9	0	APR	7.03	0	APR	7.73	0	APR	8.63	0	APR	7.8	3	APR	7.73	2	APR	3.9	4	REP	9	0	APR				10	0	APR	7.6	0	APR	8.3	4	APR	9.2	0	APR	8.9	0	APR	8.3	0	APR	7.7	0	APR	7.8	0	APR	7.9	0	APR	8.5	0	APR	7.6	3	APR	7.5	0	APR	7	0	APR	8.5	6	APR	9.3	0	APR	9.8	0	APR	7	0	APR	7.3	0	APR	8.2	2	APR	7.6	18	APR	7.2	0	APR	7.9	0	APR	7.4	0	APR	7.5	0	APR	7.9	1	APR	8	9	APR	7.4	0	APR	9.5	0	APR	9.6	4	APR	8.6	6	APR	7.9	0	APR	7.5	6	APR	7	0	APR	7.5	0	APR	7.8	0	APR	7.9	6	APR	8	0	APR	8	0	APR	8.5	0	APR	9.2	6	APR	9	0	APR	7.8	0	APR	10	10	APR	8.4	8	APR	7.5	0	APR		sim	sim	sim
20162290172	9.13	0	APR	9.68	0	APR	8	0	APR	7.63	5	APR	8.75	0	APR	9.5	0	APR	8.5	4	APR	8.64	0	APR	8.9	0	APR	8.13	0	APR	8.42	0	APR	9.63	0	APR	8.4	3	APR	8.9	2	APR	7.9	4	APR	9.25	0	APR				10	0	APR	8.9	0	APR	7	2	APR	8	2	APR	9.3	0	APR	8.4	0	APR	8.3	0	APR	7.9	0	APR	8.1	0	APR	9	0	APR	7	0	APR	8.9	0	APR	8.7	0	APR	8.8	3	APR	7.5	0	APR	9.8	0	APR	7.8	0	APR	7.3	0	APR	8.6	2	APR	8.5	0	APR	8.9	0	APR	8.9	0	APR	7.6	0	APR	8.8	0	APR	9.4	0	APR	8.1	0	APR	7.7	0	APR	9.5	4	APR	9	0	APR	8.2	2	APR	8.3	0	APR	8.3	0	APR	7.5	0	APR	8.9	0	APR	8.3	0	APR	9.2	5	APR	8.3	0	APR	8	0	APR	7.5	0	APR	9.4	5	APR	8.8	0	APR	7.3	0	APR	9.1	7	APR	8.7	3	APR	9	0	APR		sim	sim	sim
20162290951	7.25	0	APR	8	2	APR	2.94	0	REP	3.16	10	REP	3.73	32	REP	2.5	0	REP	7	4	APR	3.21	0	REP				2.55	0	REP	3.13	0	REP	2.79	0	REP	5.83	51	REP	2.81	2	REP				3.2	0	REP																																																																																																																																												não	não	não
20162290520	8.38	0	APR	8.6	0	APR	7	0	APR	7.05	2	APR	8.1	4	APR	9.13	0	APR	8.63	0	APR	6.03	0	APR	8.5	0	APR	8.08	0	APR	8.25	0	APR	8.8	0	APR	8	0	APR	7.68	0	APR	7	4	APR	8.31	0	APR				9.9	0	APR	7.5	0	APR	7	8	APR	8.3	2	APR	8.1	0	APR	7.5	0	APR	8.7	0	APR	7.7	0	APR	6.3	0	APR	8.4	0	APR	7.5	9	APR	7	0	APR	7.9	0	APR	8.5	3	APR	7.5	0	APR	9.3	0	APR	7.5	0	APR	7.5	0	APR	8.4	4	APR	7.7	15	APR	7.9	0	APR	8.2	0	APR	8.4	0	APR	8.4	0	APR	9	2	APR	7.9	0	APR	7.9	0	APR	9.5	6	APR	9.3	12	APR	8.5	6	APR	8.3	0	APR	8.3	2	APR	7.5	0	APR	8.8	0	APR	10	0	APR	8.6	0	APR	7.8	0	APR	8.5	0	APR	9.3	0	APR	8.3	4	APR	7.8	0	APR	8.3	0	APR	10	4	APR	9.4	7	APR	8	0	APR		sim	sim	sim
20162290509	8.5	0	APR	6.41	0	APR	7.13	0	APR	7.73	2	APR	8.05	6	APR	8.25	0	APR	7.78	3	APR	7.1	0	APR	8.4	0	APR	7.25	0	APR	6.13	0	APR	8.52	0	APR	7	9	APR	7.33	0	APR	4.1	4	REP	8.08	0	APR				9.1	0	APR	7.8	0	APR	7	12	APR	7.9	0	APR	8.5	0	APR	7.1	0	APR	7.5	0	APR	8.3	0	APR	7.9	0	APR	8	0	APR	7	2	APR	7.6	0	APR	8.5	0	APR	8	2	APR	7	0	APR	9.6	0	APR	7.3	0	APR	7.3	0	APR	7.8	4	APR	8	7	APR	7.7	0	APR	7.4	0	APR	7.5	0	APR	8.8	0	APR	8.3	0	APR	7	9	APR	7	0	APR	9.3	2	APR	7.9	6	APR	7.8	12	APR	8.3	0	APR	7.8	4	APR	7	0	APR	7.9	0	APR	8.7	0	APR	8.4	2	APR	8	0	APR	8.8	0	APR	8.5	0	APR	9.3	5	APR	7	0	APR	7.3	0	APR	8.1	6	APR	8.1	0	APR	8.5	0	APR		sim	sim	sim
20162290207	8.88	0	APR	9.3	0	APR	7.5	0	APR	8.13	4	APR	8.5	0	APR	8.25	0	APR	7.63	2	APR	6.93	0	APR	7.7	0	APR	4.25	0	REP	7.93	0	APR	9.05	0	APR	7.68	9	APR	8.1	0	APR	1.8	2	REP	8.35	0	APR				10	0	APR	8.6	0	APR	8	2	APR	9.2	0	APR	8.1	0	APR	7.8	0	APR	7.5	0	APR	8.6	0	APR	8.5	0	APR	7.8	0	APR	6.1	3	APR	7.9	0	APR	7.4	0	APR	8.4	6	APR	7.2	0	APR	9.8	0	APR	7.8	0	APR	8	0	APR	8.3	2	APR	8	4	APR	8.6	0	APR	8.8	0	APR	7.4	0	APR	9.3	0	APR	9	0	APR	7.9	0	APR	7.5	0	APR	9.5	0	APR	9.8	0	APR	9.8	2	APR	9	0	APR	7.8	0	APR	7.5	0	APR	9.8	0	APR	9	0	APR	8.8	0	APR	8.5	0	APR	8.8	0	APR	9.5	0	APR	7.8	2	APR	8	0	APR	9.5	0	APR	9.6	8	APR	7.4	0	APR	9	0	APR		sim	sim	sim
20162290531	9.63	0	APR	9.43	0	APR	7.88	0	APR	7	6	APR	8.35	0	APR	8.88	0	APR	8.6	6	APR	8.24	0	APR	8.7	0	APR	7.73	0	APR	8.9	0	APR	8.53	0	APR	8.88	3	APR	8.28	2	APR	7.6	8	APR	8.64	0	APR				9.8	0	APR	7.2	0	APR	7	2	APR	8	2	APR	8.8	0	APR	8.4	0	APR	7.2	0	APR	7.9	0	APR	7.6	0	APR	7.7	0	APR	7.5	8	APR	8.1	0	APR	8.7	0	APR	8	6	APR	7.4	0	APR	9.8	0	APR	7.6	0	APR	7.5	0	APR	8.2	4	APR	7.8	10	APR	8.7	0	APR	8.2	0	APR	7	0	APR	8.8	0	APR	8.9	0	APR	7	9	APR	7.6	0	APR	9.5	2	APR	8.4	0	APR	7.6	8	APR	8	0	APR	8.5	2	APR	7	0	APR	9.5	0	APR	8.6	0	APR	9	3	APR	8	0	APR	8.8	0	APR	7.8	0	APR	8.8	5	APR	7	0	APR	7.3	0	APR	10	1	APR	9.9	0	APR	9	0	APR		sim	sim	sim
20162290525	9.25	0	APR	8.95	0	APR	7	0	APR	8.13	0	APR	8.38	4	APR	8.5	0	APR	7.75	0	APR	7.76	0	APR	8	0	APR	7.33	0	APR	8.18	0	APR	8.77	0	APR	7.35	0	APR	8.03	2	APR	7	4	APR	8.84	0	APR				0	0	REP	0	0	REP	1.8	44	REMF	0.8	16	REP	0	0	REP	1	0	REP	0	0	REP	0	0	REP	0	0	REP	0	0	REP	0	90	REMF	7.5	0	APR	0	0	REP	0	89	REMF																																																																																															não	não	não
20162290586	9.5	0	APR	7	0	APR	7.38	0	APR	8.2	2	APR	7.75	4	APR	8.75	0	APR	7.88	4	APR	7.56	0	APR	7.4	0	APR	7.5	0	APR	7.45	0	APR	8.23	0	APR	7.55	7	APR	7.35	0	APR	2.8	10	REP	7.9	0	APR				7	0	APR	7.4	0	APR	6.3	18	APR	8.5	2	APR	7.9	0	APR	8	0	APR	7.2	0	APR	7.1	0	APR	7	0	APR	8	0	APR	6.1	26	APR	0	0	REP	7.6	0	APR	7.8	27	APR	1	0	REP				0	0	REP	1	0	REP	1.3	60	REMF	0	90	REMF	0.5	0	REP	0	0	REP	0	0	REP	0.5	0	REP	0	7	REP				1.3	0	REP	0	46	REMF	0	58	REMF	0.5	24	REMF	0	0	REP	0	30	REMF																																								NÃO	sim	sim	não
20162290152	7.75	0	APR	8.55	0	APR	7.38	0	APR	7.4	4	APR	7.83	2	APR	7.5	0	APR	7.13	0	APR	7.76	0	APR	7.5	0	APR	7.98	0	APR	8.9	0	APR	8.52	0	APR	7.73	3	APR	8.98	2	APR	4	4	REP	8.35	0	APR				8.8	0	APR	8.1	0	APR	7	2	APR	8.8	0	APR	8.8	0	APR	7.4	0	APR	6.7	0	APR	7.9	0	APR	7.1	0	APR	8.5	0	APR	7.9	6	APR	7	0	APR	8.1	0	APR	9.1	3	APR	8.2	0	APR	9.4	0	APR	7.5	0	APR	8.5	0	APR	8.6	6	APR	7.8	3	APR	8.2	0	APR	8.3	0	APR	7	0	APR	8.8	0	APR	8.8	1	APR	7	3	APR	9	0	APR	9.5	0	APR	9.8	6	APR	9.3	2	APR	9	0	APR	7.3	4	APR	7	0	APR	9.9	0	APR	9.8	0	APR	9.2	0	APR	8	0	APR	8.5	0	APR	7.8	0	APR	8.9	2	APR	8.3	0	APR	9.5	0	APR	9.8	0	APR	8	7	APR	8	0	APR		sim	sim	sim
20162290530	7.88	0	APR	8.2	0	APR	7	0	APR	7.3	0	APR	7.93	0	APR	7.63	0	APR	7.63	0	APR	7.21	0	APR	7.7	0	APR	7.58	0	APR	6.16	0	APR	8.05	0	APR	7.85	3	APR	7.98	0	APR	7	6	APR	7.95	0	APR				9.5	0	APR	7.8	0	APR	7	2	APR	7.4	0	APR	8.3	0	APR	7.1	0	APR	7.3	0	APR	7.6	0	APR	7.1	0	APR	8.7	0	APR	6.5	0	APR	7.6	0	APR	8.2	0	APR	8	0	APR	7	0	APR	9.8	0	APR	7.1	0	APR	7.5	0	APR	7.8	2	APR	8	7	APR	7.6	0	APR	7.9	0	APR	7.3	0	APR	8.1	0	APR	8.6	1	APR	7	6	APR	7	0	APR	9.3	4	APR	9	2	APR	7.7	8	APR	8.1	0	APR	7	4	APR	7	0	APR	9.1	0	APR	7.8	0	APR	7.8	5	APR	8	0	APR	8	0	APR	7.3	0	APR	8.6	9	APR	7.5	0	APR	8.3	0	APR	8.8	14	APR	7.5	12	APR	8.5	0	APR		sim	sim	sim
20162290166	8.88	0	APR	7.75	0	APR	8.38	0	APR	8.3	0	APR	8.7	2	APR	9	0	APR	8.55	0	APR	8.21	0	APR	8.2	0	APR	7	0	APR	8.73	0	APR	9.3	0	APR	8.05	1	APR	8.8	0	APR	7	2	APR	8.96	0	APR				10	0	APR	8	0	APR	8.3	4	APR	9.3	0	APR	8.9	0	APR	8.3	0	APR	7.5	0	APR	8	0	APR	8	0	APR	8.5	0	APR	7.7	3	APR	7.3	0	APR	8.3	0	APR	8.8	6	APR	8.2	0	APR	9.8	0	APR	7.1	0	APR	7.5	0	APR	8.3	2	APR	8.3	18	APR	7.1	0	APR	7.4	0	APR	7	0	APR	7.8	0	APR	7.8	2	APR	7.6	9	APR	7.4	0	APR	10	0	APR	9.6	4	APR	7.7	10	APR	8.5	0	APR	8.3	4	APR	7.5	0	APR	7.4	0	APR	7.8	0	APR	8.7	6	APR	8	0	APR	8	0	APR	7.5	0	APR	9.4	4	APR	7.5	0	APR	7.8	0	APR	9.8	10	APR	7.8	4	APR	8	0	APR		sim	sim	sim
20162290516	9.25	0	APR	8.75	0	APR	9.38	0	APR	8.93	2	APR	10	4	APR	8.88	0	APR	9.23	0	APR	9.31	0	APR	9.9	0	APR	9.13	0	APR	9.8	0	APR	9.78	0	APR	9.33	0	APR	8.98	0	APR	9.1	0	APR	9.58	0	APR				10	0	APR	9.5	0	APR	8.3	0	APR	9.8	0	APR	9.4	0	APR	8.3	0	APR	9.9	0	APR	9.5	0	APR	9.2	0	APR	9.3	0	APR	9.3	3	APR	8.9	0	APR	9.6	0	APR	10	0	APR	10	0	APR	9.5	0	APR	8.4	0	APR	9	0	APR	9.8	0	APR	9.8	3	APR	9.1	0	APR	9.2	0	APR	8.8	0	APR	9.4	0	APR	9.3	1	APR	9.3	3	APR	8.2	0	APR	10	0	APR	9.9	0	APR	9.8	2	APR	8.8	0	APR	9.5	0	APR	7.5	0	APR	8.7	0	APR	10	0	APR	10	0	APR	8.8	0	APR	9	0	APR	9.5	0	APR	9.5	0	APR	9.3	0	APR	9.5	0	APR	10	0	APR	8.6	0	APR	7	0	APR		sim	sim	sim
20162290524	9.13	0	APR	8.5	0	APR	7.5	0	APR	7.85	4	APR	8.08	0	APR	8.5	0	APR	7.78	2	APR	7.24	0	APR	7.7	0	APR	7	0	APR	7.28	0	APR	8.55	0	APR	7.35	9	APR	7.1	0	APR	2.4	6	REP	7.44	0	APR				8	0	APR	7.4	0	APR	7	6	APR	7.6	2	APR	8.6	0	APR	8	0	APR	7.3	0	APR	7.8	0	APR	7.1	0	APR	8	0	APR	6.4	18	APR	8.1	0	APR	7.9	0	APR	8.1	9	APR	7.1	0	APR	9.5	0	APR	7	0	APR	8	0	APR	7.8	8	APR	8.3	15	APR	8.2	0	APR	8.2	0	APR	7.6	0	APR	8.1	0	APR	8.5	0	APR	7.4	3	APR	7.3	0	APR	9.5	0	APR	9.3	6	APR	7.8	4	APR	8.3	0	APR	7.3	6	APR	7.5	0	APR	9	0	APR	9.3	0	APR	9.2	3	APR	8.5	0	APR	8	0	APR	9.3	0	APR	8.5	4	APR	9	0	APR	8.3	0	APR	9.5	8	APR	9.1	7	APR	8.5	0	APR		sim	sim	sim
20162290169	7.88	0	APR	7.78	0	APR	7.06	0	APR	7	2	APR	7.35	8	APR	8.25	0	APR	7.1	2	APR	7.1	0	APR	6.3	0	APR	7	0	APR	9.53	0	APR	8.8	0	APR	7.43	12	APR	7	2	APR	3.5	4	REP	7.6	0	APR				9.6	0	APR	7	0	APR	7	10	APR	7.8	2	APR	8.5	0	APR	7.4	0	APR	8.1	0	APR	8.9	0	APR	7.4	0	APR	8.3	0	APR	5.9	18	REP	7.1	0	APR	6.1	0	APR	8.1	9	APR	7.9	0	APR	9.5	0	APR	7.3	0	APR	7.5	0	APR	7.9	8	APR	7.9	9	APR	7.3	0	APR	7.7	0	APR	7.9	0	APR	7.3	0	APR	8.4	1	APR	7	3	APR	7	0	APR	10	0	APR	9	4	APR	7.4	8	APR	8.5	0	APR	7	0	APR	7.5	0	APR	8.5	0	APR	8.1	0	APR	8	2	APR	7.3	0	APR	8.5	0	APR	7.3	0	APR	8	5	APR	6.9	0	APR	8.3	0	APR	9.4	7	APR	7.6	6	APR	7	0	APR		sim	sim	sim
20162290158	3.13	0	REP	7.83	0	APR	1.88	0	REP	3.25	16	REP	4.38	32	REP	2.31	0	REP	4.53	44	REP	2.23	0	REP				2.25	0	REP	7.08	0	APR	2.66	0	REP	4.5	48	REP	2.78	2	REP				2.85	0	REP																																																																																																																																												não	não	não
20162290157	9.5	0	APR	9.8	0	APR	8.13	0	APR	8.8	0	APR	9.63	0	APR	9.38	0	APR	9.15	0	APR	9.41	0	APR	9.4	0	APR	9	0	APR	10	0	APR	9.35	0	APR	9.25	3	APR	8.9	0	APR	8	4	APR	9.53	0	APR				10	0	APR	8.5	0	APR	7.5	8	APR	9.4	0	APR	8	0	APR	8	0	APR	8.7	0	APR	9.3	0	APR	8.7	0	APR	9.5	0	APR	8.4	6	APR	7.9	0	APR	8.8	0	APR	9	6	APR	8.9	0	APR	10	0	APR	7.8	0	APR	8.3	0	APR	8.7	2	APR	7.8	11	APR	8.5	0	APR	8.5	0	APR	8.3	0	APR	8.9	0	APR	9.5	1	APR	7.5	3	APR	7.7	0	APR	10	0	APR	9.9	0	APR	8.8	5	APR	8.6	0	APR	8.8	0	APR	7.5	0	APR	10	0	APR	9	0	APR	9.2	0	APR	8.3	0	APR	8	0	APR	7.5	0	APR	9	2	APR	8.7	0	APR	9	0	APR	10	2	APR	7.1	8	APR	7.5	0	APR		sim	sim	sim
